debate_media,coverage_media,debate_start_second,coverage_start_second,duration,match_url,transcript
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,2083.3,907.2,37.8,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/907.2/end/945,"YOURSELF, WHY WON'T HE RELEASE HIS TAX RETURNS? AND I THINK THERE MAY BE A COUPLE OF REASONS. FIRST, MAYBE HE'S NOT AS RICH AS HE SAYS HE IS. SECOND, MAYBE HE'S NOT AS CHARITABLE AS HE CLAIMS TO BE. THIRD, WE DON'T KNOW ALL OF HIS BUSINESS DEALINGS, BUT WE HAVE BEEN TOLD THROUGH INVESTIGATIVE REPORTING THAT HE OWES ABOUT $650 MILLION TO WALL STREET AND FOREIGN BANKS. OR MAYBE HE DOESN'T WANT THE AMERICAN PEOPLE, ALL OF YOU WATCHING TONIGHT, TO KNOW THAT HE'S PAID NOTHING IN FEDERAL TAXES BECAUSE THE ONLY YEARS THAT ANYBODY'S EVER SEEN WERE A"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,2108.3,10213.6,5.4,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/10213.6/end/10219,"WALL STREET AND FOREIGN BANKS. OR MAYBE HE DOESN'T WANT THE AMERICAN PEOPLE, ALL OF YOU"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,2171,952.8,14.6,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/952.8/end/967.4,"GOING TO RELEASE HIS TAX RETURNS BECAUSE THERE'S SOMETHING HE'S HIDING. ANDGUESSING AT WHAT IT MIGHT BE THAT HE'S HIDING BUT I THINK THE QUESTION IS WERE HE EVER TO GET NEAR THE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,2243.6,973.5,22.5,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/973.5/end/996,"RETURNS, YOU DON'T LEARN THAT MUCH FROM TAX RETURNS. THAT I CAN TELL YOU. YOU LEARN A LOT FROM FINANCIAL DISCLOSURE. AND YOU SHOULD GO DOWN AND TAKE A LOOK AT THAT. THE OTHER THING, I'M EXTREMELY UNDERLEVERAGED. THE REPORT THAT SAID $650 MILLION WHICH, BY THE WAY, A LOT OF FRIENDS OF MINE THAT KNOW MY BUSINESS SAYS BOY, THAT'S NOT A LOT OF MONEY RELATIVE TO WHAT I HAD. THE BUILDINGS THAT WERE IN QUESTION, THEY SAID IN THE SAME"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,2358.7,1000.6,19,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/1000.6/end/1019.6,"PROBLEM. OUR COUNTRY HAS TREMENDOUS PROBLEMS. WE'RE A DEBTOR NATION. WE'RE A SERIOUS DEBTOR NATION. AND WE HAVE A COUNTRY THAT NEEDS NEW ROADS, NEW TUNNELS, NEW BRIDGES, NEW AIRPORTS, NEW SCHOOLS, NEW HOSPITALS. AND WE DON'T HAVE THE MONEY BECAUSE IT'S BEEN SQUANDERED ON SO MANY OF YOUR IDEAS. >> LET YOU RESPOND --"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,2433.2,10204.1,7.3,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/10204.1/end/10211.4,"FACILITY. IT IMMEDIATELY WAS PUT TO USE. AND YOU WOULDN'T PAY WHAT THE MAN NEEDED TO BE PAID WHAT HE WAS"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,2556.3,2622.1,23.1,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/2622.1/end/2645.2,"RUNNING A COMPANY, MY OBLIGATION RIGHT NOW IS TO DO WELL FOR MYSELF, MY FAMILY, MY EMPLOYEES, FOR MY COMPANIES AND THAT'S WHAT I DO. BUT WHAT SHE DOESN'T SAY IS THAT TENS OF THOUSANDS OF PEOPLE THAT ARE UNBELIEVABLY HAPPY AND THEY LOVE ME. I'LL GIVE YOU AN EXAMPLE. WE'RE JUST OPENING UP ON PENNSYLVANIA AVENUE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,3516.1,3969.3,3.1,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/3969.3/end/3972.4,">> UNBROKEN. AND I WILL TELL YOU, YOU LOOK AT THE INNER"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,3540.8,35.2,11.4,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/35.2/end/46.6,"THEIR POLITICIANS HAVE DONE. >> MR. TRUMP -- >> I THINK DONALD JUST CRITICIZED ME FOR PREPARING FOR THIS DEBATE. AND YES, I DID. AND YOU KNOW WHAT ELSE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,3540.8,3981.4,11.4,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/3981.4/end/3992.8,"THEIR POLITICIANS HAVE DONE. >> MR. TRUMP -- >> I THINK DONALD JUST CRITICIZED ME FOR PREPARING FOR THIS DEBATE. AND YES, I DID. AND YOU KNOW WHAT ELSE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,3730.6,5133.1,56.1,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/5133.1/end/5189.2,"I DID A GREAT JOB AND A GREAT SERVICE NOT ONLY FOR THE COUNTRY, BUT EVEN FOR THE PRESIDENT IN GETTING HIM TO PRODUCE HIS BIRTH CERTIFICATE. >> SECRETARY CLINTON. >> WELL, JUST LISTEN TO WHAT YOU HEARD. AND CLEARLY AS DONALD JUST ADMITTED, HE KNEW HE WAS GOING TO STAND ON THIS DEBATE STAGE AND LESTER HOLT WAS GOING TO BE ASKING US QUESTIONS, SO HE TRIED TO PUT THE WHOLE RACIST BIRTHER LIE TO BED. IT CAN'T BE DISMISSED THAT EASILY. HE HAS REALLY STARTED HIS POLITICAL ACTIVITY BASED ON THIS RACIST LIE THAT OUR FIRST BLACK PRESIDENT WAS NOT AN AMERICAN CITIZEN. THERE WAS ABSOLUTELY NO EVIDENCE FOR IT, BUT HE PERSISTED. HE PERSISTED YEAR AFTER YEAR BECAUSE SOME OF HIS SUPPORTERS, PEOPLE THAT HE WAS TRYING TO"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,4201.8,8280.3,43.3,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/8280.3/end/8323.6,"SAID. WE SHOULD BE BETTER THAN ANYBODY ELSE AND PERHAPS WE'RE NOT. I DON'T THINK ANYBODY KNOWS IT WAS RUSSIA THAT BROKE INTO THE DNC. SHE'S SAYING RUSSIA, RUSSIA, RUSSIA, BUT I DON'T -- MAYBE IT WAS. IT COULD BE RUSSIA. COULD ALSO BE CHINA. COULD ALSO BE LOTS OF OTHER PEOPLE. ALSO COULD BE SOMEBODY SITTING ON THEIR BED THAT WEIGHS 400 POUNDS. OKAY? YOU DON'T KNOW WHO BROKE INTO DNC, BUT WHAT DID WE LEARN WITH DNC? WE LEARNED THAT BERNIE SANDERS WAS TAKEN ADVANTAGE OF BY YOUR PEOPLE. BY DEBBIE WASSERMAN-SCHULTZ. LOOK WHAT HAPPENED TO HER. BUT BERNIE SANDERS WAS TAKEN ADVANTAGE OF. NOW, WHETHER THAT WAS RUSSIA, WHETHER THAT WAS CHINA, WHETHER IT WAS ANOTHER COUNTRY, WE DON'T KNOW BECAUSE THE TRUTH IS, UNDER"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,4482.3,5684.5,10.8,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/5684.5/end/5695.3,"DISASTERS. >> SECRETARY CLINTON. >> WELL, I HOPE THE FACT CHECKERS ARE TURNING UP THE VOLUME AND REALLY WORKING HARD. DONALD SUPPORTED THE INVASION OF IRAQ. >> WRONG. >> THAT IS"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,4665.4,6266,19.4,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/6266/end/6285.4,"BUT WHEN YOU LOOK AT NATO, I WAS ASKED ON A MAJOR SHOW, WHAT DO YOU THINK OF NATO? YOU HAVE TO UNDERSTAND, I'M A BUSINESSPERSON. I DID REALLY WELL, BUT I HAVE COMMON SENSE. AND I SAID, WELL, I'LL TELL YOU, I HAVEN'T GIVEN LOTS OF THOUGHT TO NATO, BUT TWO THINGS. NUMBER ONE, THE 28 COUNTRIES OF NATO, MANY OF THEM AREN'T PAYING THEIR FAIR"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,4936,7160,4.4,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/7160/end/7164.4,"AVENUE INTO A ROOM, THEY PUT NAMES -- OH, TEMPERAMENT, LET'S GO AFTER IT."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,5138.3,6174.8,13.5,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/6174.8/end/6188.3,"NUCLEAR MATERIAL. SO A MAN WHO CAN BE PROVOKED BY A TWEET SHOULD NOT HAVE HIS FINGERS ANYWHERE NEAR THE NUCLEAR CODES AS FAR AS I THINK ANYONE WITH ANY SENSE ABOUT THIS SHOULD BE CONCERNED."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,5384.2,6295,36.700000000001,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/6295/end/6331.7,"SAYING WORDS MATTER. WORDS MATTER WHEN YOU RUN FOR PRESIDENT AND THEY REALLY MATTER WHEN YOU ARE PRESIDENT. AND I WANT TO REASSURE OUR ALLIES IN JAPAN, IN SOUTH KOREA, AND ELSEWHERE THAT WE HAVE MUTUAL DEFENSE TREATIES AND WE WILL HONOR THEM. IT IS ESSENTIAL THAT AMERICA'S WORD BE GOOD AND SO I KNOW THAT THIS CAMPAIGN HAS CAUSED SOME QUESTIONING AND SOME WORRIES ON THE PART OF MANY LEADERS ACROSS THE GLOBE. I'VE TALKED WITH A NUMBER OF THEM, BUT I WANT TO, ON BEHALF OF"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,5588.5,4001,30.400000000001,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/4001/end/4031.4,"BECAME THE FIRST WOMAN NOMINATED FOR PRESIDENT BY A MAJOR PARTY. EARLIER THIS MONTH YOU SAID SHE DOESN'T HAVE, ""A PRESIDENTIAL LOOK."" SHE'S STANDING HERE RIGHT NOW. WHAT DID YOU MEAN BY THAT? >> SHE DOESN'T HAVE THE LOOK. SHE DOESN'T HAVE THE STAMINA. I SAID SHE DOESN'T HAVE THE STAMINA. AND I DON'T BELIEVE SHE DOES HAVE THE STAMINA. TO BE PRESIDENT OF THIS COUNTRY, YOU NEED TREMENDOUS STAMINA. >> THE QUOTE WAS ""I JUST DON'T THINK SHE HAS -- >> WAIT A MINUTE. YOU ASKED ME A QUESTION."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,5631.9,4030.5,26.8,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/4030.5/end/4057.3,"DEFENDING THEM AND THEY'RE NOT PAYING? ALL YOU HAVE TO DO IS SPEAK TO THEM. WAIT, YOU HAVE SO MANY DIFFERENT THINGS YOU HAVE TO BE ABLE TO DO AND I DON'T BELIEVE THAT HILLARY HAS THE STAMINA. >> LET'S LET HER RESPOND. >> WELL, AS SOON AS HE TRAVELS TO 112 COUNTRIES AND NEGOTIATES A PEACE DEAL, A CEASE-FIRE, A RELEASE OF DISSIDENTS, AN OPENING OF NEW OPPORTUNITIES IN"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,5711.5,4065.6,113.7,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/4065.6/end/4179.3,"BUT THIS IS A MAN WHO HAS CALLED WOMEN PIGS, SLOBS, AND DOGS AND SOMEONE WHO HAS SAID PREGNANCY IS AN INCONVENIENCE TO EMPLOYERS. WHO HAS SAID -- >> I NEVER SAID THAT. >> WHO HAVE SAID WOMEN DESERVE EQUAL PAY UNLESS THEY DO AS GOOD A JOB AS MEN. >> DIDN'T SAY. >> AND ONE OF THE WORST THINGS HE SAID WAS ABOUT A WOMAN IN A BEAUTY CONTEST. HE LOVES BEAUTY CONTESTS, SUPPORTING THEM AND HANGING AROUND THEM. AND HE CALLED THIS WOMAN MISS PIGGY. THEN HE CALLED HER MISS HOUSEKEEPING BECAUSE SHE WAS LATINA. DONALD, SHE HAS A NAME. >> WHERE DID YOU FIND THIS? WHERE DID YOU FIND THIS? >> HER NAME IS MACHADO AND HAS BECOME A U.S. CITIZEN AND YOU CAN BET SHE'S GOING TO VOTE THIS NOVEMBER. >> OKAY. GOOD. LET ME JUST TELL YOU -- >> MR. TRUMP, TEN SECONDS THEN WE'LL HAVE THE FINAL QUESTION. >> YOU KNOW, HILLARY IS HITTING ME WITH TREMENDOUS COMMERCIALS. SOME OF IT'S SAID IN ENTERTAINMENT, SOME OF IT SAID, SOMEBODY WHO'S BEEN VERY VICIOUS TO ME, ROSIE O'DONNELL, I SAID VERY TOUGH THINGS TO HER AND I THINK EVERYBODY WOULD AGREE THAT SHE DESERVES IT AND NOBODY FEELS SORRY FOR HER. BUT YOU WANT TO KNOW THE TRUTH? I WAS GOING TO SAY SOMETHING -- >> PLEASE, VERY QUICK. >> -- EXTREMELY ROUGH TO HILLARY, TO HER FAMILY AND I SAID TO MYSELF, I CAN'T DO IT. I JUST CAN'T DO IT. IT'S INAPPROPRIATE. IT'S NOT NICE. BUT SHE SPENT HUNDREDS OF MILLIONS OF DOLLARS ON NEGATIVE ADS ON ME. MANY OF WHICH ARE ABSOLUTELY UNTRUE, THEY'RE UNTRUE AND MISREPRESENTATIONS. I WILL FELL YOU THIS, LESTER. IT'S NOT NICE AND I DON'T -- I DON'T DESERVE THAT BUT IT'S CERTAINLY NOT A NICE THING THAT SHE'S DONE. IT'S HUNDREDS OF MILLIONS OF ADS AND THE ONLY GRATIFYING THING IS I SAW THE POLLS COME IN TODAY AND WITH ALL OF THAT"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,MSNBCW_20160927_100000_Morning_Joe,5732.3,6000.2,25.7,https://archive.org/details/MSNBCW_20160927_100000_Morning_Joe#start/6000.2/end/6025.9,">> DIDN'T SAY. >> AND ONE OF THE WORST THINGS HE SAID WAS ABOUT A WOMAN IN A BEAUTY CONTEST. HE LOVES BEAUTY CONTESTS, SUPPORTING THEM AND HANGING AROUND THEM. AND HE CALLED THIS WOMAN MISS PIGGY. THEN HE CALLED HER MISS HOUSEKEEPING BECAUSE SHE WAS LATINA. DONALD, SHE HAS A NAME. >> WHERE DID YOU FIND THIS? WHERE DID YOU FIND THIS? >> HER NAME IS MACHADO"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,493.6,67.2,3.8,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/67.2/end/71,"IMPORTANT ISSUES FACING OUR COUNTRY. YOU HAVE TO JUDGE US."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,1156.3,1776.4,4,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/1776.4/end/1780.4,"THEY'RE GONE. AND HILLARY, I JUST ASK YOU THIS, YOU'VE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,1253.1,83.6,15.1,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/83.6/end/98.7,"REALLY WORK TO GET NEW JOBS AND TO GET EXPORTS THAT HELP TO CREATE MORE NEW JOBS. >> VERY QUICKLY -- >> YOU HAVEN'T DONE IT IN 30 YEARS OR 26 YEARS. >> I'VE BEEN A SENATOR, DONALD. >> YOU HAVEN'T DONE IT."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,1265,1786.1,5,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/1786.1/end/1791.1,">> I'VE BEEN A SENATOR, DONALD. >> YOU HAVEN'T DONE IT. YOU HAVEN'T DONE IT. >> I'VE BEEN SECRETARY"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,1297.3,1793.8,24.5,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/1793.8/end/1818.3,"YOU WERE TOTALLY IN FAVOR OF IT THEN HEARD WHAT I WAS SAYING HOW BAD IT IS AND SAID I CAN'T WIN THAT DEBATE. YUAN IF Y YOU KNOW IF YOU DID WIN, YOU WOULD APPROVE THAT AND ALMOST BE AS BAD AS NAFTA. NOTHING WILL TOP NANAFA. >> THAT IS NOT ACCURATE. I WAS AGAINST IT ONCE IT WAS FINALLY NEGOTIATED. THE TERMS WERE LAID OUT. I WROTE -- >> YOU CALLED IT THE GOLD STANDARD."
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,1541.9,104.8,19.9,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/104.8/end/124.7,"DIFFERENT THAN THIS. SHE'S TELLING US HOW TO FIGHT ISIS. GO TO HER WEBSITE. SHE TELLS YOU HOW TO FIGHT ISIS ON HER WEBSITE. I DON'T THINK GENERAL DOUGLAS MacARTHUR WOULD LIKE THAT TOO MUCH. >> THE NEXT SEGMENT -- >> AT LEAST I HAVE A PLAN TO FIGHT ISIS. >> NO, NO, YOU'RE TELLING THE ENEMY EVERYTHING I WANT TO DO. >> NO, WE'RE NOT. >> SEE, YOU TELLING THE ENEMY EVERYTHING"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,1904.7,3131.7,6,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/3131.7/end/3137.7,"AND ANY BUSINESS CONFLICTS. DON'T AMERICANS HAVE A RIGHT TO KNOW IF THERE ARE ANY CONFLICTS OF INTEREST?"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,1972.4,3140.5,14.7,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/3140.5/end/3155.2,"ARE POLITICAL HACKS NEGOTIATING OUR TRADE DEALS. >> THE IRS SAYS AN AUDIT OF YOUR TAXES -- YOU'RE PERFECTLY FREE TO RELEASE YOUR TAXES DURING AN AUDIT. SO THE QUESTION, DOES THE PUBLIC'S RIGHT TO KNOW OUTWEIGH YOUR PERSONAL -- >> WELL, I TOLD YOU, I"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,2010.8,3158,12.6,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/3158/end/3170.6,"THIS COUNTRY THAT HAS TO BE TAKEN CARE OF. I WILL RELEASE MY TAX RETURNS AGAINST MY LAWYER'S WISHES. WHEN SHE RELEASES HER HAVE BEEN DELETED. AS SOON AS SHE"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,2080.6,1317.8,31.7,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/1317.8/end/1349.5,"YOU'RE UNDER AUDIT. SO YOU'VE GOT TO ASK YOURSELF, WHY WON'T HE RELEASE HIS TAX RETURNS? AND I THINK THERE MAY BE A COUPLE OF REASONS. FIRST, MAYBE HE'S NOT AS RICH AS HE SAYS HE IS. SECOND, MAYBE HE'S NOT AS CHARITABLE AS HE CLAIMS TO BE. THIRD, WE DON'T KNOW ALL OF HIS BUSINESS DEALINGS, BUT WE HAVE BEEN TOLD THROUGH INVESTIGATIVE REPORTING THAT HE OWES ABOUT $650 MILLION TO WALL STREET AND FOREIGN BANKS. OR MAYBE HE DOESN'T WANT THE AMERICAN"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,2166.7,129.3,4.2,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/129.3/end/133.5,"AMERICAN PEOPLE DESERVE TO SEE AND I HAVE NO REASON TO BELIEVE THAT HE'S EVER"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,2198.2,604.7,35,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/604.7/end/639.7,">> I DO. YOU KNOW, I MADE A MISTAKE USING A PRIVATE E-MAIL. >> THAT'S FOR SURE. >> AND IF I HAD TO DO IT OVER AGAIN, I WOULD OBVIOUSLY DO IT DIFFERENTLY, BUT I'M NOT GOING TO MAKE ANY EXCUSES. IT WAS A MISTAKE AND I TAKE RESPONSIBILITY FOR THAT. >> MR. TRUMP? >> THAT WAS MORE THAN A MISTAKE. THAT WAS DONE PURPOSELY. OKAY? THAT WAS NOT A MISTAKE. THAT WAS DONE PURPOSELY. WHEN YOU HAVE YOUR STAFF TAKING THE 5th AMENDMENT, TAKING THE PROSECUTED, WHEN YOU HAVE THE MAN THAT SET UP THE ILLEGAL SERVER TAKING THE 5th, I"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,2382.7,2189.2,17.6,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/2189.2/end/2206.8,"IMPORTANT -- >> IT WOULD BE SQUANDERED, TOO, BELIEVE ME. >> -- IS IF YOUR MAIN CLAIM TO BE PRESIDENT OF THE UNITED STATES IS YOUR BUSINESS, THEN I THINK WE SHOULD TALK ABOUT THAT. YOU KNOW, YOUR CAMPAIGN MANAGER SAID THAT YOU BUILT A LOT OF BUSINESSES ON THE BACKS OF LITTLE GUYS, AND INDEED, I HAVE MET"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,2422.9,2210.3,27.3,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/2210.3/end/2237.6,"WORK THAT YOU ASKED THEM TO DO. WE HAVE AN ARCHITECT IN THE AUDIENCE WHO DESIGNED ONE OF YOUR CLUBHOUSES AT ONE OF YOUR GOLF COURSES. IT'S A BEAUTIFUL FACILITY. IT IMMEDIATELY WAS PUT TO USE. AND YOU WOULDN'T PAY WHAT THE MAN NEEDED TO BE PAID WHAT HE WAS CHARGING YOU -- >> MAYBE HE DIDN'T DO A GOOD JOB AND I WAS UNSATISFIED WITH HIS WORK WHICH OUR COUNTRY SHOULD DO, TOO. >> THE THOUSANDS OF PEOPLE THAT YOU HAVE STIFFED OVER THE COURSE OF YOUR"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,2537.9,2241.7,21.9,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/2241.7/end/2263.6,"THAT ARE THERE AND WHEN SECRETARY CLINTON TALKS ABOUT PEOPLE THAT DIDN'T GET PAID, FIRST OF ALL, THEY DID GET PAID A LOT, BUT TAKING ADVANTAGE OF THE LAWS OF THE NATION. NOW, IF YOU WANT TO CHANGE THE LAWS, YOU'VE BEEN THERE A LONG TIME, CHANGE THE LAW. BUT I TAKE ADVANTAGE OF THE LAWS OF THE NATION BECAUSE I'M RUNNING A COMPANY, MY"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,3232.3,151.8,10.8,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/151.8/end/162.6,">> SECRETARY CLINTON, LAST WEEK YOU SAID WE'VE GOT DO EVERYTHING POSSIBLE TO IMPROVE POLICING TO GO RIGHT AT IMPLICIT BIAS. DO YOU BELIEVE THAT POLICE ARE IMPLICITLY BIASED AGAINST BLACK"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,3396.3,1596.2,18.9,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/1596.2/end/1615.1,"TERMINATED BY CURRENT MAYOR. BUT STOP AND FRISK HAD A TREMENDOUS IMPACT ON THE SAFETY OF NEW YORK CITY, TREMENDOUS BEYOND BELIEF. SO WHEN YOU SAY IT HAS NO IMPACT, IT REALLY DID. IT HAD A VERY, VERY BIG IMPACT. >> WELL, IT'S ALSO FAIR TO SAY, IF WE'RE GOING TO TALK ABOUT MAYORS, THAT UNDER THE CURRENT MAYOR, CRIME HAS CONTINUED TO DROP"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,4755.1,1066.9,25.8,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/1066.9/end/1092.7,"FAST. WHEN ISIS FORMED IN THIS VACUUM CREATED BY BARACK OBAMA AND SECRETARY CLINTON, AND BELIEVE ME, YOU WERE THE ONES THAT TOOK OUT THE TROOPS. NOT ONLY THAT, YOU NAMED THE DAY. THEY COULDN'T BELIEVE IT. THEY SAT BACK PROBABLY AND SAID -- >> LESTER, WE COVERED THIS -- >> WAIT A MINUTE. THEY SAID WAIT A MINUTE, WHEN THEY FORMED, THIS IS SOMETHING THAT NEVER SHOULD HAVE HAPPENED. IT NEVER SHOULD HAVE HAPPENED. NOW YOU'RE TALKING"
KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1,FOXNEWSW_20160927_030000_The_Kelly_File,4789.1,2677.7,35.7,https://archive.org/details/FOXNEWSW_20160927_030000_The_Kelly_File#start/2677.7/end/2713.4,"I DON'T THINK SO. >> MR. TRUMP, WITH A LOT OF THESE ARE JUDGMENT QUESTIONS. YOU HAD SUPPORTED THE WAR IN IRAQ BEFORE THE INVASION. WHAT MAKES YOUR -- >> I DID NOT SUPPORT THE WAR IN IRAQ. >> 2002 -- >> THAT IS A MAINSTREAM MEDIA NONSENSE PUT OUT BY HER BECAUSE SHE FRANKLY I THINK THE BEST PERSON IN HER CAMPAIGN IS MAINSTREAM MEDIA. >> MY QUESTION -- >> WOULD YOU LIKE TO HEAR? I WAS AGAINST -- WAIT A MINUTE. I WAS AGAINST THE WAR IN IRAQ. JUST SO YOU PUT IT OUT. >> THE RECORD SHOWS OTHERWISE. WHY -- >> THE RECORD DOES NOT SHOW -- >> WHY IS YOUR JUDGMENT ANY -- >> THE RECORD SHOWS THAT I'M RIGHT. WHEN I DID AN INTERVIEW WITH HOWARD STERN, VERY LIKELY"
